subj_id,fields,sigma,acc_factor
18,s018ventl,1.97178719743282,6
18,s018ventr,2.10175830301482,6
18,s018thal,1.76456133680746,6
18,s018thar,NaN,6
18,s018strl,0.886308306061017,6
18,s018strr,1.52969556812197,6
18,s018gpl,1.49711565557321,6
18,s018gpr,NaN,6
