subj_id,fields,sigma,acc_factor
77,s077ventl,0.626579375579648,3
77,s077ventr,0.643579848390129,3
77,s077vent4,NaN,3
77,s077thal,1.88396260907211,3
77,s077thar,1.16481786628914,3
77,s077strl,0.927965965817057,3
77,s077strr,1.12602805981045,3
77,s077gpl,0.774539336098783,3
77,s077gpr,1.05489614147194,3
