subj_id,fields,sigma,acc_factor
8,s008ventl,0.757357681694941,6
8,s008ventr,0.543224855100912,6
8,s008thal,NaN,6
8,s008thar,NaN,6
8,s008strl,1.838468287678,6
8,s008strr,0.995083424827677,6
8,s008gpl,1.27797640912533,6
8,s008gpr,1.1976400067707,6
