subj_id,fields,sigma,acc_factor
25,s025ventl,1.25085519710335,0
25,s025ventr,NaN,0
25,s025thal,NaN,0
25,s025thar,NaN,0
25,s025strl,0.943179063835259,0
25,s025strr,1.63768500515561,0
25,s025gpl,1.48747134308076,0
25,s025gpr,1.69304744556829,0
