subj_id,fields,sigma,acc_factor
8,s008ventl,0.678579341093,3
8,s008ventr,0.518293069611899,3
8,s008thal,NaN,3
8,s008thar,NaN,3
8,s008strl,1.74420007484111,3
8,s008strr,0.931493046336682,3
8,s008gpl,1.09645678768245,3
8,s008gpr,1.11080152032158,3
