subj_id,fields,sigma_rim,sigma_gt,acc_factor
77,s077ventl,0.683568628686048,0.644074869137493,12
77,s077ventr,0.669043385109164,0.635632210880335,12
77,s077vent4,NaN,NaN,12
77,s077thal,1.94380468606817,1.84147684279817,12
77,s077thar,1.38973364428407,1.09594197045809,12
77,s077strl,0.862148979734523,0.942295493789364,12
77,s077strr,1.10049673458463,1.13654264050187,12
77,s077gpl,0.852699474052157,0.847288139854059,12
77,s077gpr,1.08792148100376,1.00996951626968,12
