subj_id,fields,sigma_rim,sigma_gt,acc_factor
25,s025ventl,0.917824010491108,1.25085519710335,9
25,s025ventr,NaN,NaN,9
25,s025thal,NaN,NaN,9
25,s025thar,NaN,NaN,9
25,s025strl,1.33282207871877,0.943179063835259,9
25,s025strr,1.39846537195135,1.63768500515561,9
25,s025gpl,1.62060854488258,1.48747134308076,9
25,s025gpr,1.80289228390317,1.69304744556829,9
