subj_id,fields,sigma,acc_factor
25,s025ventl,0.917824010491108,9
25,s025ventr,NaN,9
25,s025thal,NaN,9
25,s025thar,NaN,9
25,s025strl,1.33282207871877,9
25,s025strr,1.39846537195135,9
25,s025gpl,1.62060854488258,9
25,s025gpr,1.80289228390317,9
