subj_id,fields,sigma,acc_factor
77,s077ventl,0.658835919045794,6
77,s077ventr,0.671419558718291,6
77,s077vent4,NaN,6
77,s077thal,1.8560493855742,6
77,s077thar,1.1866834129559,6
77,s077strl,0.86412560437083,6
77,s077strr,1.09452975864376,6
77,s077gpl,0.888757945384109,6
77,s077gpr,1.05032088512823,6
