subj_id,fields,sigma_rim,sigma_gt,acc_factor
8,s008ventl,0.7011121311887,0.692524469260575,9
8,s008ventr,0.590849955497436,0.52646975512945,9
8,s008thal,NaN,NaN,9
8,s008thar,NaN,NaN,9
8,s008strl,1.8039699608322,1.74499202135999,9
8,s008strr,1.02555852657203,0.97648201222825,9
8,s008gpl,1.30532599604422,1.05770523448868,9
8,s008gpr,1.30344705666199,1.0513421975228,9
