subj_id,fields,sigma,acc_factor
18,s018ventl,1.88436801521928,3
18,s018ventr,2.18997852770267,3
18,s018thal,1.46127469402706,3
18,s018thar,NaN,3
18,s018strl,0.898624148685261,3
18,s018strr,1.41188592770184,3
18,s018gpl,1.4556041264503,3
18,s018gpr,NaN,3
