subj_id,fields,sigma,acc_factor
31,s031ventl,0.668384229267401,0
31,s031ventr,0.743055042986988,0
31,s031vent4,NaN,0
31,s031thal,1.13170878757535,0
31,s031thar,1.41936543528731,0
31,s031strl,0.897444749453716,0
31,s031strr,1.09582073808522,0
31,s031gpl,1.12396654969564,0
31,s031gpr,1.22127920654632,0
