subj_id,fields,sigma,acc_factor
5,s005ventl,0.725750579975017,9
5,s005ventr,0.943248042492958,9
5,s005thal,NaN,9
5,s005thar,NaN,9
5,s005strl,1.04975089336646,9
5,s005strr,0.648631374692296,9
5,s005gpl,1.28840937183083,9
5,s005gpr,1.21734784843497,9
