subj_id,fields,sigma,acc_factor
8,s008ventl,0.692524469260575,0
8,s008ventr,0.52646975512945,0
8,s008thal,NaN,0
8,s008thar,NaN,0
8,s008strl,1.74499202135999,0
8,s008strr,0.97648201222825,0
8,s008gpl,1.05770523448868,0
8,s008gpr,1.0513421975228,0
