subj_id,fields,sigma,acc_factor
31,s031ventl,0.745281128818925,12
31,s031ventr,0.78353815419471,12
31,s031vent4,NaN,12
31,s031thal,1.19964080978157,12
31,s031thar,1.31527059364579,12
31,s031strl,1.0067832412204,12
31,s031strr,1.17536694257516,12
31,s031gpl,1.17318218619682,12
31,s031gpr,1.24322665738347,12
