subj_id,fields,sigma,acc_factor
18,s018ventl,1.53852096931406,12
18,s018ventr,1.76106790980595,12
18,s018thal,1.39773946890181,12
18,s018thar,NaN,12
18,s018strl,0.932134667392968,12
18,s018strr,1.56017958486098,12
18,s018gpl,1.39147299418178,12
18,s018gpr,NaN,12
