subj_id,fields,sigma,acc_factor
5,s005ventl,0.839474413394315,3
5,s005ventr,0.876774413741021,3
5,s005thal,NaN,3
5,s005thar,NaN,3
5,s005strl,0.788288753344421,3
5,s005strr,0.536008372050043,3
5,s005gpl,1.28628755857131,3
5,s005gpr,1.11656308934823,3
